event_id;idade;profissao;estado_civil;escolaridade;inadimplencia;financiamento_habitacional;emprestimo_pessoal;split
21617;31;gestao;casado;ensino_superior;nao;nao;nao;train
21618;50;operario;casado;basico_4_anos;nao;sim;nao;test
21619;54;gestao;casado;ensino_superior;desconhecido;nao;nao;test
21620;36;administrativo;casado;ensino_superior;desconhecido;sim;nao;test
21621;37;tecnico;casado;curso_profissionalizante;nao;nao;nao;validation
21622;31;autonomo;casado;ensino_superior;nao;nao;nao;train
21623;35;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;train
21624;31;administrativo;solteiro;ensino_superior;nao;nao;sim;train
21625;31;administrativo;casado;ensino_superior;nao;sim;nao;validation
21626;54;operario;casado;basico_4_anos;nao;sim;nao;validation
21627;40;administrativo;casado;ensino_superior;nao;sim;sim;train
21628;36;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21629;36;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21630;31;administrativo;casado;ensino_superior;nao;nao;nao;test
21631;36;administrativo;solteiro;ensino_superior;nao;nao;nao;test
21632;32;administrativo;solteiro;ensino_superior;nao;sim;sim;test
21633;31;administrativo;casado;ensino_superior;nao;nao;sim;test
21634;45;administrativo;solteiro;ensino_superior;nao;nao;sim;train
21635;50;tecnico;casado;ensino_medio;desconhecido;nao;nao;validation
21636;49;administrativo;casado;ensino_medio;nao;nao;nao;validation
21637;31;administrativo;casado;ensino_superior;nao;nao;sim;train
21638;32;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21639;45;operario;casado;desconhecido;nao;nao;nao;train
21640;30;tecnico;casado;ensino_medio;nao;sim;nao;validation
21641;54;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
21642;35;gestao;casado;ensino_superior;nao;nao;nao;validation
21643;36;tecnico;solteiro;ensino_superior;nao;sim;nao;test
21644;39;tecnico;divorciado_ou_viuvo;ensino_medio;nao;sim;sim;test
21645;54;operario;casado;basico_4_anos;nao;sim;sim;train
21646;56;aposentado;casado;basico_4_anos;nao;nao;nao;train
21647;29;gestao;solteiro;ensino_superior;nao;sim;nao;train
21648;32;administrativo;solteiro;ensino_superior;nao;desconhecido;desconhecido;train
21649;32;tecnico;casado;ensino_superior;desconhecido;sim;nao;train
21650;30;gestao;casado;ensino_medio;nao;sim;nao;validation
21651;29;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21652;45;tecnico;casado;ensino_medio;nao;sim;nao;train
21653;42;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;train
21654;41;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
21655;34;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21656;31;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21657;32;tecnico;solteiro;ensino_superior;nao;sim;sim;train
21658;33;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21659;30;administrativo;casado;ensino_superior;nao;sim;sim;train
21660;45;tecnico;casado;ensino_medio;nao;sim;sim;train
21661;38;desempregado;solteiro;ensino_superior;nao;sim;sim;train
21662;35;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
21663;30;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;train
21664;35;tecnico;casado;curso_profissionalizante;nao;sim;sim;train
21665;44;operario;casado;basico_4_anos;nao;sim;nao;train
21666;50;administrativo;casado;basico_6_anos;nao;nao;nao;train
21667;33;administrativo;casado;ensino_superior;desconhecido;nao;nao;train
21668;50;administrativo;casado;basico_6_anos;nao;sim;nao;train
21669;30;tecnico;solteiro;ensino_superior;nao;nao;sim;train
21670;43;desempregado;casado;curso_profissionalizante;nao;nao;nao;test
21671;31;tecnico;solteiro;ensino_superior;nao;sim;sim;validation
21672;31;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21673;44;administrativo;casado;basico_9_anos;desconhecido;sim;sim;train
21674;48;operario;casado;basico_4_anos;nao;nao;nao;test
21675;31;servicos;casado;ensino_superior;nao;sim;nao;train
21676;32;administrativo;solteiro;ensino_superior;nao;sim;sim;train
21677;31;servicos;casado;ensino_superior;nao;sim;nao;test
21678;38;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;validation
21679;43;tecnico;casado;ensino_medio;nao;sim;nao;train
21680;32;administrativo;solteiro;ensino_superior;nao;sim;sim;train
21681;32;tecnico;solteiro;ensino_superior;nao;sim;nao;validation
21682;47;operario;casado;basico_6_anos;nao;sim;nao;train
21683;35;tecnico;casado;curso_profissionalizante;nao;nao;nao;test
21684;38;administrativo;casado;ensino_superior;desconhecido;sim;nao;train
21685;33;administrativo;casado;ensino_medio;desconhecido;sim;nao;validation
21686;56;operario;casado;basico_4_anos;nao;nao;nao;train
21687;34;administrativo;solteiro;ensino_superior;desconhecido;nao;sim;validation
21688;33;tecnico;solteiro;ensino_superior;nao;nao;nao;test
21689;30;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;train
21690;29;administrativo;solteiro;ensino_superior;desconhecido;sim;nao;train
21691;33;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
21692;37;tecnico;solteiro;ensino_superior;nao;nao;nao;test
21693;30;tecnico;solteiro;ensino_superior;desconhecido;nao;nao;train
21694;44;gestao;casado;ensino_superior;nao;sim;nao;validation
21695;35;tecnico;casado;curso_profissionalizante;nao;sim;nao;test
21696;33;administrativo;casado;ensino_superior;nao;sim;nao;test
21697;55;servicos;casado;ensino_medio;nao;sim;nao;validation
21698;33;administrativo;solteiro;ensino_superior;desconhecido;desconhecido;desconhecido;train
21699;29;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21700;31;administrativo;casado;ensino_superior;desconhecido;nao;nao;validation
21701;32;tecnico;solteiro;ensino_medio;nao;sim;nao;train
21702;52;desempregado;casado;basico_4_anos;nao;nao;nao;train
21703;30;administrativo;solteiro;curso_profissionalizante;nao;nao;nao;validation
21704;55;aposentado;casado;ensino_medio;desconhecido;sim;sim;train
21705;32;administrativo;solteiro;ensino_superior;nao;sim;sim;train
21706;40;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;nao;nao;train
21707;52;operario;casado;basico_9_anos;nao;nao;nao;train
21708;53;autonomo;casado;basico_4_anos;nao;nao;nao;validation
21709;32;tecnico;casado;ensino_medio;nao;sim;nao;train
21710;60;aposentado;casado;basico_4_anos;desconhecido;nao;nao;test
21711;46;servicos;casado;ensino_medio;desconhecido;nao;nao;train
21712;46;operario;casado;basico_6_anos;desconhecido;sim;nao;train
21713;32;tecnico;casado;ensino_medio;nao;sim;nao;train
21714;41;tecnico;solteiro;curso_profissionalizante;desconhecido;nao;sim;train
21715;31;administrativo;solteiro;ensino_medio;desconhecido;sim;nao;validation
21716;31;tecnico;solteiro;ensino_superior;nao;sim;nao;test
21717;56;aposentado;casado;ensino_medio;nao;sim;nao;validation
21718;33;administrativo;solteiro;ensino_superior;nao;sim;sim;train
21719;37;servicos;casado;ensino_medio;nao;nao;nao;train
21720;36;tecnico;solteiro;ensino_medio;nao;sim;sim;train
21721;29;tecnico;solteiro;ensino_superior;desconhecido;nao;sim;test
21722;52;administrativo;casado;ensino_medio;nao;sim;nao;validation
21723;34;administrativo;solteiro;ensino_superior;nao;nao;nao;test
21724;47;operario;casado;basico_6_anos;nao;sim;nao;train
21725;31;administrativo;casado;ensino_superior;desconhecido;nao;nao;validation
21726;56;operario;casado;basico_4_anos;desconhecido;sim;nao;train
21727;43;gestao;casado;ensino_superior;nao;nao;nao;validation
21728;41;tecnico;solteiro;curso_profissionalizante;desconhecido;sim;nao;train
21729;39;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
21730;35;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
21731;30;administrativo;solteiro;ensino_superior;nao;sim;nao;validation
21732;29;administrativo;solteiro;ensino_superior;nao;sim;nao;validation
21733;45;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;nao;nao;test
21734;30;administrativo;solteiro;ensino_superior;nao;sim;nao;validation
21735;52;administrativo;divorciado_ou_viuvo;desconhecido;nao;nao;nao;train
21736;40;tecnico;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
21737;32;administrativo;casado;ensino_superior;nao;desconhecido;desconhecido;test
21738;47;operario;casado;basico_6_anos;nao;nao;nao;test
21739;36;tecnico;casado;ensino_superior;nao;sim;nao;train
21740;55;trabalhador_domestico;casado;basico_4_anos;nao;sim;nao;train
21741;31;tecnico;solteiro;ensino_superior;nao;nao;sim;validation
21742;30;tecnico;solteiro;curso_profissionalizante;nao;sim;sim;train
21743;57;servicos;casado;ensino_medio;nao;nao;nao;test
21744;58;operario;casado;basico_6_anos;nao;sim;nao;train
21745;32;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
21746;31;tecnico;solteiro;ensino_superior;nao;nao;nao;validation
21747;33;administrativo;solteiro;ensino_superior;desconhecido;nao;nao;train
21748;29;servicos;casado;curso_profissionalizante;nao;nao;nao;train
21749;31;servicos;divorciado_ou_viuvo;ensino_medio;nao;sim;sim;train
21750;38;tecnico;casado;ensino_superior;nao;sim;sim;train
21751;52;operario;casado;basico_9_anos;desconhecido;sim;nao;train
21752;45;operario;casado;basico_6_anos;desconhecido;sim;nao;train
21753;48;operario;casado;basico_9_anos;nao;sim;sim;train
21754;43;gestao;casado;ensino_superior;nao;sim;nao;train
21755;31;servicos;casado;ensino_superior;nao;sim;nao;train
21756;33;autonomo;casado;ensino_superior;nao;sim;nao;train
21757;60;aposentado;casado;basico_4_anos;desconhecido;sim;sim;train
21758;40;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;sim;nao;train
21759;32;tecnico;casado;ensino_superior;desconhecido;sim;nao;train
21760;40;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;sim;nao;test
21761;58;administrativo;casado;ensino_superior;desconhecido;sim;sim;test
21762;51;operario;casado;basico_4_anos;nao;desconhecido;desconhecido;train
21763;32;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;test
21764;32;tecnico;casado;ensino_medio;nao;sim;nao;train
21765;35;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
21766;38;administrativo;solteiro;ensino_superior;desconhecido;sim;sim;train
21767;30;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;validation
21768;48;operario;casado;basico_9_anos;nao;sim;nao;train
21769;42;tecnico;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
21770;30;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;train
21771;38;tecnico;casado;curso_profissionalizante;desconhecido;sim;sim;train
21772;31;administrativo;casado;ensino_superior;desconhecido;nao;nao;train
21773;31;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21774;31;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21775;38;tecnico;divorciado_ou_viuvo;ensino_medio;desconhecido;nao;nao;test
21776;55;aposentado;casado;basico_9_anos;desconhecido;sim;sim;train
21777;29;tecnico;solteiro;ensino_medio;desconhecido;sim;nao;train
21778;33;administrativo;solteiro;ensino_superior;desconhecido;sim;nao;validation
21779;59;administrativo;casado;ensino_superior;nao;sim;nao;validation
21780;29;administrativo;casado;ensino_superior;nao;sim;nao;train
21781;58;operario;casado;basico_9_anos;desconhecido;sim;nao;train
21782;33;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21783;33;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21784;39;gestao;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
21785;33;administrativo;solteiro;ensino_superior;nao;nao;sim;train
21786;37;tecnico;casado;curso_profissionalizante;nao;sim;nao;test
21787;33;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21788;32;tecnico;casado;ensino_medio;nao;sim;nao;train
21789;48;operario;casado;basico_4_anos;desconhecido;sim;nao;train
21790;33;administrativo;casado;ensino_superior;nao;sim;nao;validation
21791;53;gestao;casado;ensino_superior;nao;nao;nao;train
21792;33;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21793;33;tecnico;casado;ensino_superior;nao;sim;nao;train
21794;51;aposentado;casado;ensino_superior;nao;nao;nao;test
21795;49;administrativo;casado;ensino_superior;nao;nao;nao;train
21796;46;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21797;32;trabalhador_domestico;casado;ensino_superior;nao;sim;sim;train
21798;32;servicos;casado;ensino_medio;nao;nao;nao;train
21799;36;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;train
21800;31;administrativo;casado;ensino_superior;nao;sim;nao;train
21801;58;servicos;casado;ensino_medio;desconhecido;nao;nao;train
21802;32;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21803;43;desempregado;casado;curso_profissionalizante;nao;nao;sim;train
21804;56;tecnico;casado;curso_profissionalizante;nao;nao;nao;test
21805;43;gestao;casado;ensino_superior;nao;nao;nao;train
21806;49;administrativo;casado;ensino_superior;nao;sim;nao;train
21807;29;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21808;32;tecnico;solteiro;ensino_superior;desconhecido;sim;nao;train
21809;42;administrativo;solteiro;ensino_superior;desconhecido;nao;nao;train
21810;54;operario;casado;basico_4_anos;nao;nao;nao;train
21811;32;tecnico;solteiro;ensino_superior;nao;nao;nao;train
21812;55;servicos;casado;basico_4_anos;nao;nao;sim;train
21813;40;administrativo;casado;ensino_medio;nao;sim;sim;train
21814;42;administrativo;solteiro;ensino_superior;desconhecido;nao;nao;train
21815;55;servicos;casado;basico_4_anos;nao;sim;nao;train
21816;33;administrativo;solteiro;ensino_superior;nao;nao;nao;validation
21817;48;operario;casado;basico_9_anos;nao;nao;nao;train
21818;31;tecnico;casado;ensino_superior;nao;sim;nao;train
21819;31;tecnico;casado;curso_profissionalizante;nao;nao;sim;test
21820;36;administrativo;casado;ensino_superior;nao;sim;nao;train
21821;49;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;nao;nao;train
21822;31;administrativo;solteiro;ensino_superior;nao;nao;nao;validation
21823;30;tecnico;solteiro;ensino_superior;desconhecido;sim;nao;train
21824;33;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21825;29;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21826;42;administrativo;solteiro;ensino_medio;nao;nao;nao;train
21827;42;administrativo;solteiro;ensino_medio;nao;sim;nao;train
21828;29;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21829;45;gestao;casado;ensino_medio;desconhecido;sim;nao;validation
21830;45;operario;casado;basico_6_anos;nao;sim;nao;test
21831;33;administrativo;casado;ensino_superior;nao;nao;nao;train
21832;33;administrativo;casado;ensino_superior;nao;nao;nao;validation
21833;29;administrativo;solteiro;ensino_superior;nao;sim;nao;validation
21834;33;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21835;42;tecnico;casado;curso_profissionalizante;nao;sim;nao;test
21836;30;administrativo;solteiro;ensino_superior;nao;nao;nao;test
21837;45;operario;casado;basico_6_anos;nao;nao;nao;test
21838;36;autonomo;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;train
21839;40;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;test
21840;40;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;train
21841;40;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;validation
21842;32;gestao;casado;ensino_superior;nao;nao;nao;validation
21843;40;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;test
21844;29;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21845;29;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21846;36;administrativo;casado;ensino_superior;nao;nao;nao;test
21847;50;operario;casado;basico_9_anos;nao;sim;nao;train
21848;29;administrativo;solteiro;ensino_superior;nao;sim;sim;train
21849;36;tecnico;casado;ensino_medio;desconhecido;sim;nao;train
21850;56;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;train
21851;44;empreendedor;casado;ensino_medio;nao;nao;nao;train
21852;36;tecnico;casado;ensino_medio;desconhecido;sim;nao;train
21853;44;empreendedor;casado;ensino_medio;nao;sim;nao;train
21854;42;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
21855;32;administrativo;casado;ensino_superior;nao;sim;sim;train
21856;31;administrativo;solteiro;ensino_superior;nao;sim;nao;test
21857;31;tecnico;casado;ensino_superior;nao;sim;sim;validation
21858;46;operario;casado;basico_9_anos;nao;sim;nao;train
21859;45;gestao;casado;ensino_medio;desconhecido;nao;nao;train
21860;31;empreendedor;solteiro;ensino_superior;nao;sim;sim;test
21861;54;autonomo;casado;curso_profissionalizante;desconhecido;sim;nao;train
21862;59;aposentado;casado;basico_9_anos;desconhecido;sim;nao;validation
21863;32;administrativo;casado;ensino_superior;nao;sim;nao;train
21864;37;administrativo;casado;ensino_superior;desconhecido;nao;nao;train
21865;29;tecnico;solteiro;ensino_medio;desconhecido;sim;nao;train
21866;30;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21867;59;aposentado;casado;basico_9_anos;nao;sim;sim;train
21868;59;aposentado;casado;basico_9_anos;nao;nao;nao;train
21869;30;administrativo;solteiro;ensino_superior;nao;sim;nao;test
21870;57;trabalhador_domestico;casado;basico_4_anos;nao;sim;nao;validation
21871;54;operario;casado;basico_9_anos;nao;nao;nao;train
21872;56;administrativo;casado;ensino_superior;nao;nao;nao;train
21873;57;operario;casado;basico_4_anos;desconhecido;nao;nao;train
21874;36;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;train
21875;33;administrativo;casado;ensino_superior;nao;sim;nao;train
21876;57;operario;casado;basico_4_anos;desconhecido;sim;nao;validation
21877;32;administrativo;casado;ensino_superior;nao;sim;nao;train
21878;31;tecnico;casado;ensino_superior;nao;nao;nao;train
21879;50;operario;casado;basico_9_anos;nao;nao;nao;train
21880;57;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;train
21881;30;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;train
21882;37;administrativo;solteiro;ensino_superior;nao;nao;sim;train
21883;29;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21884;53;operario;casado;basico_4_anos;nao;sim;nao;train
21885;46;operario;casado;basico_4_anos;nao;nao;sim;train
21886;49;tecnico;casado;ensino_superior;nao;sim;nao;test
21887;31;administrativo;casado;ensino_superior;nao;nao;nao;train
21888;30;administrativo;solteiro;ensino_superior;nao;nao;nao;test
21889;47;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
21890;42;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;train
21891;30;administrativo;solteiro;ensino_superior;nao;sim;nao;validation
21892;33;administrativo;solteiro;curso_profissionalizante;nao;sim;nao;train
21893;48;operario;casado;basico_9_anos;nao;sim;nao;train
21894;30;operario;solteiro;basico_9_anos;nao;nao;nao;test
21895;50;operario;casado;basico_4_anos;desconhecido;nao;nao;train
21896;32;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
21897;40;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;train
21898;31;administrativo;casado;ensino_superior;nao;nao;nao;validation
21899;43;gestao;casado;ensino_superior;nao;sim;nao;validation
21900;43;gestao;casado;ensino_superior;nao;nao;nao;test
21901;31;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21902;43;gestao;casado;ensino_superior;nao;nao;nao;validation
21903;43;gestao;casado;ensino_superior;nao;sim;nao;train
21904;31;tecnico;solteiro;ensino_superior;desconhecido;sim;nao;train
21905;44;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;train
21906;53;administrativo;casado;ensino_superior;nao;nao;nao;train
21907;57;servicos;casado;curso_profissionalizante;nao;sim;nao;test
21908;53;administrativo;casado;ensino_superior;nao;nao;nao;train
21909;44;operario;casado;basico_4_anos;desconhecido;sim;nao;train
21910;36;tecnico;solteiro;ensino_superior;nao;sim;nao;test
21911;53;administrativo;casado;ensino_superior;nao;sim;sim;train
21912;45;gestao;casado;ensino_superior;nao;sim;nao;train
21913;30;administrativo;casado;ensino_superior;nao;nao;nao;train
21914;60;aposentado;casado;ensino_superior;nao;nao;nao;validation
21915;48;administrativo;casado;ensino_medio;nao;nao;nao;test
21916;30;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21917;47;tecnico;casado;curso_profissionalizante;nao;sim;nao;validation
21918;51;administrativo;casado;ensino_superior;nao;sim;nao;train
21919;30;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21920;32;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21921;36;operario;solteiro;ensino_medio;nao;nao;nao;validation
21922;35;gestao;casado;ensino_superior;nao;desconhecido;desconhecido;train
21923;57;servicos;divorciado_ou_viuvo;ensino_medio;desconhecido;nao;nao;train
21924;32;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21925;45;servicos;casado;ensino_medio;desconhecido;sim;nao;train
21926;33;gestao;casado;ensino_superior;nao;sim;nao;train
21927;50;tecnico;divorciado_ou_viuvo;curso_profissionalizante;desconhecido;nao;nao;train
21928;31;administrativo;solteiro;ensino_superior;desconhecido;sim;nao;train
21929;29;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;train
21930;48;tecnico;divorciado_ou_viuvo;curso_profissionalizante;desconhecido;sim;nao;train
21931;30;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;train
21932;31;desempregado;casado;ensino_superior;nao;sim;nao;test
21933;36;tecnico;solteiro;ensino_superior;nao;desconhecido;desconhecido;train
21934;29;tecnico;solteiro;ensino_superior;nao;nao;nao;validation
21935;31;tecnico;casado;ensino_superior;nao;nao;nao;train
21936;29;tecnico;solteiro;ensino_superior;nao;nao;nao;train
21937;39;administrativo;solteiro;ensino_superior;desconhecido;sim;nao;train
21938;37;tecnico;casado;curso_profissionalizante;nao;sim;nao;validation
21939;29;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;validation
21940;43;gestao;casado;ensino_superior;nao;nao;nao;train
21941;32;administrativo;solteiro;ensino_superior;nao;nao;nao;train
21942;38;gestao;casado;ensino_medio;nao;nao;nao;train
21943;31;tecnico;casado;ensino_medio;nao;sim;nao;train
21944;32;tecnico;casado;ensino_superior;desconhecido;nao;nao;validation
21945;32;administrativo;solteiro;ensino_superior;nao;sim;sim;train
21946;48;operario;casado;basico_9_anos;nao;nao;sim;test
21947;30;administrativo;casado;ensino_superior;nao;sim;sim;train
21948;37;administrativo;casado;ensino_superior;nao;sim;nao;train
21949;40;tecnico;casado;ensino_superior;nao;sim;nao;train
21950;37;tecnico;casado;ensino_medio;nao;sim;nao;train
21951;41;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
21952;35;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;validation
21953;51;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;validation
21954;54;administrativo;casado;ensino_superior;desconhecido;nao;nao;train
21955;36;administrativo;casado;ensino_superior;nao;sim;nao;train
21956;43;tecnico;casado;curso_profissionalizante;nao;sim;sim;train
21957;53;administrativo;casado;ensino_superior;nao;nao;nao;validation
21958;53;administrativo;casado;ensino_superior;nao;nao;nao;test
21959;36;tecnico;casado;ensino_superior;nao;nao;sim;train
21960;37;tecnico;solteiro;ensino_superior;nao;sim;nao;validation
21961;29;tecnico;casado;ensino_superior;nao;sim;sim;validation
21962;31;tecnico;casado;ensino_superior;nao;desconhecido;desconhecido;test
21963;43;gestao;casado;ensino_superior;nao;nao;nao;train
21964;33;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;test
21965;59;gestao;casado;ensino_superior;nao;sim;nao;train
21966;58;administrativo;divorciado_ou_viuvo;curso_profissionalizante;nao;nao;nao;test
21967;59;gestao;casado;ensino_superior;nao;sim;nao;train
21968;59;gestao;casado;ensino_superior;nao;nao;nao;validation
21969;36;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
21970;36;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
21971;41;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;validation
21972;45;gestao;casado;ensino_superior;nao;sim;nao;train
21973;36;trabalhador_domestico;solteiro;ensino_superior;nao;nao;sim;test
21974;29;administrativo;solteiro;ensino_superior;nao;nao;sim;train
21975;42;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;test
21976;31;tecnico;casado;ensino_superior;nao;sim;nao;train
21977;34;administrativo;casado;ensino_superior;nao;nao;sim;train
21978;55;servicos;casado;basico_4_anos;nao;sim;nao;validation
21979;32;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;sim;train
21980;56;administrativo;casado;ensino_superior;nao;sim;nao;train
21981;34;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21982;34;tecnico;solteiro;ensino_superior;nao;sim;nao;test
21983;34;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21984;41;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
21985;36;administrativo;solteiro;ensino_superior;nao;sim;nao;train
21986;39;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;validation
21987;52;operario;casado;basico_9_anos;nao;desconhecido;desconhecido;validation
21988;46;operario;casado;basico_4_anos;nao;nao;nao;train
21989;35;tecnico;solteiro;ensino_superior;nao;sim;nao;train
21990;35;tecnico;solteiro;ensino_superior;nao;nao;nao;validation
21991;44;operario;casado;basico_9_anos;nao;nao;nao;train
21992;29;administrativo;casado;ensino_superior;nao;sim;nao;train
21993;35;tecnico;solteiro;ensino_superior;nao;nao;sim;test
21994;30;tecnico;casado;ensino_superior;nao;nao;sim;validation
21995;30;administrativo;solteiro;ensino_superior;nao;nao;sim;validation
21996;29;tecnico;solteiro;ensino_superior;nao;nao;nao;validation
21997;30;tecnico;casado;ensino_superior;nao;sim;nao;train
21998;36;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
21999;29;tecnico;solteiro;ensino_medio;desconhecido;nao;nao;train
22000;31;tecnico;solteiro;ensino_superior;desconhecido;nao;nao;train
22001;36;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
22002;40;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;sim;nao;train
22003;53;administrativo;casado;ensino_medio;nao;nao;nao;validation
22004;30;tecnico;solteiro;curso_profissionalizante;nao;nao;sim;train
22005;41;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;test
22006;34;empreendedor;casado;basico_9_anos;desconhecido;sim;nao;train
22007;53;administrativo;casado;ensino_medio;nao;nao;nao;train
22008;32;administrativo;casado;ensino_superior;nao;nao;sim;train
22009;29;administrativo;solteiro;ensino_superior;nao;sim;sim;train
22010;34;administrativo;casado;ensino_superior;nao;nao;nao;test
22011;57;operario;casado;basico_4_anos;nao;nao;nao;train
22012;31;tecnico;casado;ensino_superior;desconhecido;nao;nao;train
22013;43;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;sim;train
22014;32;administrativo;solteiro;ensino_superior;nao;nao;nao;train
22015;48;operario;casado;basico_9_anos;desconhecido;nao;nao;train
22016;37;administrativo;casado;ensino_superior;nao;sim;nao;train
22017;47;trabalhador_domestico;divorciado_ou_viuvo;basico_9_anos;nao;sim;nao;train
22018;56;aposentado;casado;basico_4_anos;desconhecido;nao;nao;validation
22019;45;operario;casado;basico_4_anos;desconhecido;sim;nao;train
22020;46;autonomo;casado;ensino_superior;nao;nao;nao;validation
22021;47;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
22022;32;autonomo;casado;ensino_medio;nao;sim;nao;train
22023;33;tecnico;casado;ensino_medio;nao;sim;nao;validation
22024;48;servicos;casado;ensino_medio;nao;sim;nao;test
22025;43;administrativo;casado;ensino_superior;nao;nao;sim;test
22026;43;administrativo;casado;ensino_superior;nao;nao;nao;train
22027;35;gestao;casado;ensino_superior;desconhecido;sim;sim;train
22028;39;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;validation
