event_id;idade;profissao;estado_civil;escolaridade;inadimplencia;financiamento_habitacional;emprestimo_pessoal;canal_contato;mes_contato;dia_semana;duracao_contato;contatos_campanha_atual;dias_desde_ultimo_contato;contatos_campanhas_anteriores;resultado_campanha_anterior;taxa_variacao_emprego;indice_precos_consumidor;indice_confianca_consumidor;euribor_3_meses;numero_empregados;resultado
20054;43;administrativo;casado;ensino_medio;nao;sim;nao;celular;ago;seg;210;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20055;33;tecnico;casado;curso_profissionalizante;nao;sim;sim;celular;ago;seg;106;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20056;44;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;ago;seg;105;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20057;31;tecnico;casado;curso_profissionalizante;nao;sim;sim;celular;ago;seg;98;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20058;55;operario;casado;basico_4_anos;nao;sim;sim;celular;ago;seg;588;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20059;32;gestao;casado;ensino_superior;nao;sim;nao;celular;ago;seg;73;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20060;56;desconhecido;casado;basico_4_anos;nao;sim;nao;celular;ago;seg;106;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20061;50;administrativo;casado;ensino_medio;nao;nao;nao;celular;ago;seg;104;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20062;33;tecnico;solteiro;ensino_medio;nao;sim;nao;celular;ago;seg;73;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20063;29;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;ago;seg;111;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20064;33;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;celular;ago;seg;303;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20065;47;administrativo;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;39;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20066;37;administrativo;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;86;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20067;34;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;217;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20068;34;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;55;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20069;43;administrativo;casado;ensino_superior;nao;desconhecido;desconhecido;celular;ago;seg;72;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20070;47;aposentado;casado;basico_9_anos;desconhecido;nao;sim;celular;ago;seg;97;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20071;34;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;667;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20072;35;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;347;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20073;55;servicos;casado;ensino_medio;desconhecido;nao;nao;celular;ago;seg;33;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20074;49;servicos;casado;ensino_medio;nao;nao;nao;celular;ago;seg;212;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20075;56;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;165;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20076;49;servicos;casado;ensino_medio;nao;sim;sim;celular;ago;seg;382;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20077;45;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;226;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20078;32;tecnico;casado;ensino_medio;nao;sim;nao;celular;ago;seg;47;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20079;37;trabalhador_domestico;casado;ensino_superior;desconhecido;nao;sim;celular;ago;seg;103;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20080;44;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;celular;ago;seg;147;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20081;35;desempregado;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;386;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20082;36;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;45;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20083;35;administrativo;solteiro;ensino_superior;nao;sim;sim;celular;ago;seg;121;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20084;44;administrativo;casado;ensino_medio;nao;nao;nao;celular;ago;seg;116;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20085;44;administrativo;casado;ensino_medio;nao;nao;nao;celular;ago;seg;126;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20086;44;tecnico;casado;curso_profissionalizante;desconhecido;nao;sim;celular;ago;seg;607;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20087;43;gestao;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;ago;seg;269;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20088;40;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;505;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20089;50;operario;casado;basico_4_anos;nao;sim;nao;celular;ago;seg;82;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20090;32;administrativo;casado;ensino_superior;nao;sim;sim;celular;ago;seg;71;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20091;32;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;218;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20092;44;administrativo;casado;ensino_medio;nao;sim;nao;celular;ago;seg;758;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20093;32;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;270;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20094;45;operario;casado;basico_4_anos;desconhecido;sim;sim;celular;ago;seg;187;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20095;49;servicos;casado;ensino_medio;nao;nao;nao;celular;ago;seg;565;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20096;38;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;226;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20097;33;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;172;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20098;29;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;72;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20099;29;administrativo;casado;ensino_superior;nao;sim;sim;celular;ago;seg;164;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20100;32;tecnico;casado;ensino_medio;nao;sim;nao;celular;ago;seg;55;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20101;41;autonomo;casado;curso_profissionalizante;nao;nao;nao;celular;ago;seg;69;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20102;41;autonomo;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;323;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20103;36;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;123;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20104;45;servicos;casado;ensino_medio;desconhecido;nao;nao;celular;ago;seg;138;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20105;37;administrativo;casado;ensino_superior;desconhecido;sim;sim;celular;ago;seg;243;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20106;59;aposentado;casado;basico_4_anos;desconhecido;sim;nao;celular;ago;seg;163;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20107;35;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;ago;seg;166;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20108;45;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;ago;seg;82;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20109;29;administrativo;solteiro;ensino_medio;desconhecido;sim;nao;celular;ago;seg;102;4;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20110;59;aposentado;casado;basico_4_anos;desconhecido;nao;nao;celular;ago;seg;555;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20111;50;administrativo;casado;basico_4_anos;desconhecido;sim;nao;celular;ago;seg;179;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20112;34;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;ago;seg;187;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20113;55;servicos;casado;ensino_medio;desconhecido;nao;nao;celular;ago;seg;123;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20114;40;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;ago;seg;257;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20115;31;administrativo;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;155;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20116;35;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;90;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20117;31;administrativo;casado;ensino_superior;desconhecido;nao;nao;celular;ago;seg;275;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20118;32;tecnico;solteiro;ensino_medio;nao;nao;nao;celular;ago;seg;111;5;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20119;52;servicos;casado;ensino_medio;desconhecido;sim;nao;celular;ago;seg;99;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20120;39;tecnico;casado;ensino_superior;nao;sim;nao;celular;ago;seg;57;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20121;36;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;101;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20122;34;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;72;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20123;46;operario;casado;basico_6_anos;nao;sim;sim;celular;ago;seg;104;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20124;36;trabalhador_domestico;casado;basico_6_anos;nao;nao;nao;celular;ago;seg;210;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20125;38;tecnico;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;celular;ago;seg;384;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20126;51;tecnico;casado;curso_profissionalizante;desconhecido;sim;sim;celular;ago;seg;273;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20127;31;administrativo;casado;ensino_superior;desconhecido;nao;nao;celular;ago;seg;70;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20128;39;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;ago;seg;71;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20129;56;aposentado;casado;basico_4_anos;nao;nao;nao;celular;ago;seg;97;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20130;45;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;237;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20131;54;aposentado;casado;basico_4_anos;nao;nao;nao;celular;ago;seg;116;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20132;57;tecnico;solteiro;ensino_medio;nao;sim;nao;celular;ago;seg;72;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20133;37;administrativo;casado;ensino_superior;nao;nao;sim;celular;ago;seg;170;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20134;32;administrativo;casado;ensino_superior;nao;sim;sim;celular;ago;seg;217;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20135;33;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;169;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20136;47;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;97;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20137;38;tecnico;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;celular;ago;seg;79;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20138;33;tecnico;casado;ensino_medio;nao;sim;nao;celular;ago;seg;119;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20139;32;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;86;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20140;36;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;56;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20141;36;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;149;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20142;32;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;246;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20143;39;administrativo;solteiro;ensino_superior;desconhecido;nao;sim;celular;ago;seg;155;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20144;58;aposentado;casado;basico_4_anos;desconhecido;nao;nao;celular;ago;seg;139;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20145;47;tecnico;solteiro;ensino_medio;nao;nao;nao;celular;ago;seg;160;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20146;30;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;356;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20147;33;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;135;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20148;30;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;128;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20149;30;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;135;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20150;30;administrativo;solteiro;ensino_superior;nao;nao;sim;celular;ago;seg;309;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20151;44;gestao;casado;ensino_superior;nao;sim;nao;celular;ago;seg;250;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20152;30;administrativo;solteiro;ensino_superior;nao;nao;sim;celular;ago;seg;545;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20153;39;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;celular;ago;seg;316;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20154;39;gestao;casado;ensino_superior;nao;nao;nao;celular;ago;seg;168;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20155;59;aposentado;casado;basico_9_anos;nao;sim;nao;celular;ago;seg;230;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20156;34;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;ago;seg;72;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20157;50;tecnico;casado;ensino_superior;nao;sim;nao;celular;ago;seg;204;5;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20158;33;tecnico;casado;curso_profissionalizante;nao;sim;sim;celular;ago;seg;61;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20159;58;tecnico;casado;curso_profissionalizante;nao;desconhecido;desconhecido;celular;ago;seg;52;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20160;29;tecnico;casado;ensino_superior;nao;sim;nao;celular;ago;seg;242;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20161;31;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;ago;seg;194;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20162;33;tecnico;solteiro;ensino_medio;nao;sim;nao;celular;ago;seg;111;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20163;32;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;90;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20164;34;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;ago;seg;126;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20165;38;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;317;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20166;35;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;105;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20167;35;tecnico;casado;curso_profissionalizante;nao;sim;sim;celular;ago;seg;228;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20168;37;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;ago;seg;76;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20169;37;tecnico;solteiro;curso_profissionalizante;nao;sim;sim;celular;ago;seg;149;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20170;37;tecnico;solteiro;curso_profissionalizante;nao;sim;sim;celular;ago;seg;331;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20171;36;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;ago;seg;86;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20172;38;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;1070;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20173;36;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;ago;seg;209;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20174;36;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;610;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20175;34;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;celular;ago;seg;174;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20176;29;tecnico;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;140;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20177;50;gestao;casado;ensino_superior;desconhecido;nao;nao;celular;ago;seg;139;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20178;37;tecnico;solteiro;curso_profissionalizante;desconhecido;sim;nao;celular;ago;seg;51;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20179;50;gestao;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;699;4;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20180;45;operario;casado;basico_4_anos;desconhecido;sim;nao;celular;ago;seg;591;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20181;36;tecnico;casado;ensino_medio;nao;nao;nao;celular;ago;seg;452;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20182;39;tecnico;casado;ensino_medio;nao;nao;nao;celular;ago;seg;225;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20183;30;gestao;casado;ensino_medio;nao;nao;nao;celular;ago;seg;65;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20184;36;trabalhador_domestico;casado;basico_6_anos;nao;nao;nao;celular;ago;seg;53;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20185;33;tecnico;solteiro;ensino_medio;nao;sim;sim;celular;ago;seg;102;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20186;44;gestao;casado;ensino_superior;nao;sim;nao;celular;ago;seg;389;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20187;35;tecnico;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;176;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20188;52;operario;casado;basico_4_anos;nao;sim;nao;celular;ago;seg;917;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20189;37;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;ago;seg;275;6;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20190;52;servicos;casado;ensino_medio;desconhecido;nao;nao;celular;ago;seg;36;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20191;41;autonomo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;247;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20192;29;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;63;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20193;36;trabalhador_domestico;casado;basico_6_anos;nao;nao;nao;celular;ago;seg;104;9;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20194;36;trabalhador_domestico;casado;basico_6_anos;nao;nao;nao;celular;ago;seg;55;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20195;50;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;celular;ago;seg;272;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20196;31;gestao;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;1099;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20197;32;tecnico;casado;ensino_superior;nao;nao;sim;celular;ago;seg;331;5;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20198;30;tecnico;solteiro;ensino_medio;nao;nao;nao;celular;ago;seg;79;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20199;52;operario;casado;basico_6_anos;desconhecido;sim;nao;celular;ago;seg;108;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20200;36;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;83;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20201;52;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;79;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20202;45;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;177;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20203;40;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;146;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20204;33;tecnico;solteiro;ensino_medio;nao;sim;nao;celular;ago;seg;104;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20205;36;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;103;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20206;43;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;celular;ago;seg;145;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20207;39;gestao;casado;ensino_superior;nao;sim;nao;celular;ago;seg;230;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20208;42;tecnico;casado;ensino_medio;nao;sim;nao;celular;ago;seg;289;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20209;45;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;216;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20210;35;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;ago;seg;189;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20211;36;autonomo;casado;ensino_medio;desconhecido;sim;nao;celular;ago;seg;130;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20212;45;servicos;casado;basico_9_anos;nao;nao;nao;celular;ago;seg;744;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20213;35;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;185;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20214;45;administrativo;casado;ensino_superior;nao;nao;nao;celular;ago;seg;608;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
20215;35;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;ago;seg;163;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20216;30;administrativo;casado;ensino_medio;nao;sim;nao;celular;ago;seg;214;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20217;55;servicos;casado;ensino_medio;desconhecido;nao;nao;celular;ago;seg;33;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20218;48;empreendedor;casado;ensino_superior;nao;sim;nao;celular;ago;seg;105;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20219;31;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;121;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20220;34;gestao;casado;ensino_medio;nao;sim;nao;telefone;ago;seg;80;7;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20221;33;tecnico;solteiro;ensino_medio;nao;sim;nao;celular;ago;seg;566;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20222;34;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;ago;seg;468;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20223;53;operario;casado;basico_4_anos;nao;sim;nao;celular;ago;seg;182;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20224;31;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;ago;seg;317;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20225;31;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;ago;seg;370;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20226;29;tecnico;casado;ensino_superior;desconhecido;sim;nao;celular;ago;seg;120;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20227;45;operario;casado;ensino_medio;nao;sim;nao;celular;ago;seg;103;1;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20228;37;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;sim;celular;ago;seg;63;3;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20229;52;administrativo;casado;ensino_superior;nao;sim;nao;celular;ago;seg;27;10;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20230;31;gestao;solteiro;ensino_superior;nao;nao;nao;celular;ago;seg;69;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;0
20231;46;administrativo;casado;ensino_superior;desconhecido;nao;nao;celular;ago;seg;1141;2;999;0;inexistente;1.4;93.444;-36.1;4.965;5228.1;1
