event_id;mes_contato;dia_semana;resultado_campanha_anterior;dias_desde_ultimo_contato;contatos_campanhas_anteriores;tentativas_anteriores_campanha_atual;taxa_variacao_emprego;indice_precos_consumidor;indice_confianca_consumidor;euribor_3_meses;numero_empregados;nunca_contatado_anteriormente;canal_contato;resultado
19471;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19472;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19474;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19475;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19478;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19479;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19481;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19482;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19484;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19485;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19486;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19487;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19488;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19489;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19491;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19492;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19494;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19495;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19498;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19500;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19501;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19503;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19504;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19505;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19507;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19508;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19509;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19511;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19512;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19513;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19519;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19520;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19521;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19522;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19523;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19524;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19525;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19526;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19528;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19529;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19530;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19531;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19532;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19535;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19537;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19538;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19542;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19543;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19544;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19545;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19546;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19548;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19549;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19550;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19551;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19553;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19555;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19556;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19557;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19558;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19559;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19560;ago;qui;inexistente;;0;6;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19563;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19564;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19565;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19566;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19567;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19568;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19569;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19570;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19571;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19573;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19576;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19577;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19578;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;telefone;0
19579;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19580;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19581;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19582;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19586;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19588;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19589;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19590;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19591;ago;qui;inexistente;;0;9;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19592;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19593;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19594;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19595;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19596;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19597;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19598;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19601;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19603;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19605;ago;qui;inexistente;;0;5;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19606;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19608;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19609;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19611;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19612;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19613;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19614;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19615;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19616;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19617;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19620;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19622;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19623;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19624;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19625;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19626;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19627;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19628;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19631;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;telefone;0
19632;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19633;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19634;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19636;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19637;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19638;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19640;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19643;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19646;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19647;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19650;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19652;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19653;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19655;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19656;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19659;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19661;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19663;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19664;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19666;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19667;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19669;ago;qui;inexistente;;0;6;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19670;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19672;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19673;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19674;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19676;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19677;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19678;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19679;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19681;ago;qui;inexistente;;0;0;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19682;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19683;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19684;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19686;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19687;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19688;ago;qui;inexistente;;0;6;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19689;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19692;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19693;ago;qui;inexistente;;0;6;1.4;93.444;-36.1;4.968;5228.1;1;telefone;0
19694;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19695;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19696;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19699;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19700;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19702;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19703;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19704;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19705;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19708;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19709;ago;qui;inexistente;;0;1;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19710;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19711;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19713;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19715;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19717;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19718;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;1
19720;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;telefone;0
19722;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19723;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19724;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;telefone;0
19727;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19729;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19730;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19732;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19733;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19734;ago;qui;inexistente;;0;3;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19735;ago;qui;inexistente;;0;2;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19736;ago;qui;inexistente;;0;5;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19737;ago;qui;inexistente;;0;4;1.4;93.444;-36.1;4.968;5228.1;1;celular;0
19738;ago;sex;inexistente;;0;3;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19739;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19740;ago;sex;inexistente;;0;4;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19741;ago;sex;inexistente;;0;6;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19742;ago;sex;inexistente;;0;3;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19743;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19744;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19745;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19747;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19749;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;1
19751;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19753;ago;sex;inexistente;;0;3;1.4;93.444;-36.1;4.966;5228.1;1;celular;1
19754;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;telefone;1
19755;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19757;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19758;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19759;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19760;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19761;ago;sex;inexistente;;0;7;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19762;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19763;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19765;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19766;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19767;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19768;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19769;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19770;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19771;ago;sex;inexistente;;0;3;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19772;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19773;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19775;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19776;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19777;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19778;ago;sex;inexistente;;0;3;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19779;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19781;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19782;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19783;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19785;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19786;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19787;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19788;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19789;ago;sex;inexistente;;0;4;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19790;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19791;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19795;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19797;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19798;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19800;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19802;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19803;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19804;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19805;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19806;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19807;ago;sex;inexistente;;0;3;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19808;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19809;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19810;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19811;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;1
19812;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19814;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19815;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19816;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19817;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19818;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19819;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19820;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19821;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;1
19822;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19823;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19824;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19826;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19827;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;1
19828;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19830;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19831;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19833;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19834;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19835;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19836;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19837;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19839;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19840;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19843;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19844;ago;sex;inexistente;;0;1;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19845;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19847;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19848;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19850;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19851;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19853;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19854;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19855;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19856;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19861;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19862;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19864;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19865;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19866;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19867;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19868;ago;sex;inexistente;;0;2;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19871;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19872;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19874;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
19875;ago;sex;inexistente;;0;0;1.4;93.444;-36.1;4.966;5228.1;1;celular;0
